0	1.0755
1	1.9460
2	3.4365
3	2.0359
4	2.7028
5	2.1827
6	11.7709
7	1.5170
8	1.0148
9	1.7649
10	1.8874
11	1.0319
12	2.1441
13	2.3019
14	1.8235
15	1.6616
16	1.0218
17	1.4696
18	1.2438
19	1.7312
20	1.0412
21	1.4266
22	5.1716
23	1.5099
24	1.5829
25	2.4350
26	4.0961
27	1.2880
28	1.0144
29	1.0010
30	3.1407
31	1.7665
32	10.4114
33	2.5013
34	1.4545
35	2.9618
36	2.4098
37	2.3768
38	1.7470
39	2.0026
40	1.9529
41	1.9789
42	1.7308
43	1.4599
44	1.5734
45	2.5020
46	1.9164
47	1.4667
48	1.0703
49	2.7888
50	1.7632
51	1.8542
52	1.4874
53	2.6587
54	1.0891
55	1.9688
56	1.3814
57	2.1819
58	7.1260
59	2.2899
60	1.3582
61	1.0206
62	3.3499
63	1.6560
64	3.1753
65	1.0888
66	1.7233
67	1.3439
68	2.0127
69	2.4244
70	1.0081
71	1.1059
72	2.8801
73	1.1087
74	1.0568
75	2.2408
76	1.7269
77	2.3048
78	1.6523
79	2.3087
80	1.0113
81	1.1842
82	1.4116
83	2.2109
84	2.1569
85	1.5996
86	3.1519
87	7.3145
88	1.1030
89	1.0002
90	1.3968
91	1.4533
92	2.0629
93	2.6200
94	1.7625
95	1.8879
96	3.7802
97	2.7005
98	2.1057
99	2.3155
100	1.0631
101	1.8192
102	4.4348
103	1.4569
104	2.0434
105	6.9302
106	3.9514
107	1.7788
108	4.0197
109	1.7992
110	1.7032
111	2.3307
112	2.7466
113	2.3214
114	2.5110
115	4.9854
116	2.2196
117	2.2578
118	1.3105
119	1.4924
120	1.3479
121	1.2979
122	3.6077
123	1.5036
124	1.0313
125	1.0471
126	1.6504
127	2.3149
128	1.8143
129	1.8188
130	1.6967
131	2.3924
132	1.0341
133	1.7204
134	2.0761
135	2.2696
136	2.8091
137	2.6805
138	1.0006
139	1.0912
140	1.3231
141	1.0965
142	2.2883
143	1.2995
144	2.4085
145	1.0901
146	1.2468
147	1.3228
148	2.2471
149	1.6994
150	1.0515
151	1.0326
152	1.2734
153	5.3671
154	1.8494
155	1.7543
156	1.4524
157	2.5172
158	1.1331
159	5.7718
160	3.2807
161	1.4806
162	4.3479
163	1.9769
164	2.7661
165	1.0223
166	2.2111
167	2.3747
168	1.1415
169	1.5879
170	2.4344
171	2.2137
172	3.3493
173	1.5279
174	2.5197
175	2.2280
176	1.6672
177	1.3899
178	1.9293
179	3.4024
180	2.1539
181	4.4500
182	1.9874
183	1.6590
184	1.0462
185	1.5174
186	1.4420
187	2.7937
188	1.8912
189	1.2013
190	3.9259
191	2.0438
192	1.1623
193	2.8544
194	1.6006
195	3.1826
196	5.4780
197	2.2642
198	4.1526
199	1.3734
200	2.4150
201	3.4763
202	1.3516
203	1.2960
204	1.7353
205	1.0156
206	2.0886
207	2.3553
208	3.6180
209	1.4476
210	2.1821
211	2.2972
212	2.1287
213	3.8086
214	2.8441
215	1.8580
216	2.6052
217	2.6648
218	2.4132
219	1.6656
220	1.6506
221	1.0080
222	1.9407
223	1.6724
224	1.9412
225	2.3780
226	2.2666
227	1.7380
228	3.1922
229	1.9497
230	2.7734
231	3.2468
232	7.3156
233	1.1504
234	1.9937
235	1.2419
236	1.7297
237	1.7035
238	1.0352
239	1.4493
240	4.5295
241	1.0862
242	1.1820
243	1.1538
244	1.2528
245	2.2262
246	2.2588
247	1.4956
248	1.1669
249	1.1263
250	2.0598
251	1.9564
252	1.5401
253	5.3522
254	3.0644
255	1.5737
256	1.0056
257	1.7182
258	1.1453
259	1.4502
260	5.7044
261	9.0330
262	1.3039
263	1.2100
264	1.5170
265	2.4125
266	3.5567
267	1.5091
268	1.9429
269	2.0105
270	1.9395
271	1.7499
272	3.9833
273	2.3041
274	1.4722
275	1.6696
276	2.5775
277	3.8034
278	1.0592
279	1.8598
280	1.6467
281	1.2111
282	1.0308
283	3.3055
284	2.2574
285	3.6760
286	1.6746
287	5.6382
288	1.2809
289	2.5219
290	1.4105
291	2.3161
292	6.7528
293	3.6036
294	1.8134
295	2.9982
296	2.9114
297	2.0317
298	1.8357
299	1.7519
300	2.0924
301	5.6060
302	2.4755
303	3.7041
304	2.4935
305	1.9170
306	1.0544
307	1.5540
308	1.6435
309	1.8634
310	1.4280
311	1.0998
312	2.1713
313	5.5669
314	1.3472
315	1.0700
316	1.4534
317	1.1800
318	1.7020
319	2.0921
320	1.3635
321	1.7006
322	2.8221
323	1.5846
324	9.1158
325	1.7015
326	4.7826
327	3.5401
328	3.1143
329	1.1620
330	2.2431
331	2.4580
332	2.7297
333	1.3452
334	1.9081
335	23.1541
336	2.8740
337	2.9800
338	5.2744
339	1.4746
340	4.3649
341	9.3488
342	2.7625
343	7.7078
344	1.7395
345	2.7128
346	1.4810
347	3.0871
348	1.7253
349	2.0023
350	1.2321
351	2.0640
352	1.6174
353	1.4079
354	3.7463
355	1.7773
356	1.2429
357	1.1740
358	1.8089
359	1.7427
360	3.0169
361	1.3771
362	2.2091
363	2.2863
364	5.2310
365	2.3618
366	3.6263
367	1.9265
368	2.3245
369	2.1360
370	1.4552
371	1.3518
372	2.0138
373	3.7624
374	2.5044
375	1.6421
376	1.5199
377	1.7966
378	1.5953
379	2.7866
380	6.9656
381	2.1466
382	2.6591
383	1.6470
384	2.4583
385	2.3214
386	1.0834
387	1.0705
388	1.0182
389	2.2377
390	1.3519
391	1.5629
392	1.6673
393	7.0448
394	1.1465
395	2.0634
396	2.1898
397	2.1723
398	2.5180
399	1.3801
400	1.3672
401	1.6762
402	1.3446
403	1.3976
404	1.9558
405	2.1498
406	1.2701
407	3.6459
408	1.2530
409	3.3319
410	2.5252
411	1.4534
412	1.7258
413	1.5321
414	1.6561
415	1.0851
416	2.7353
417	1.9632
418	3.1813
419	2.4130
420	1.6222
421	3.4809
422	3.0028
423	1.5694
424	1.9680
425	1.0954
426	1.8681
427	2.6004
428	2.1055
429	1.4295
430	1.6474
431	1.1258
432	1.8886
433	1.1000
434	6.8085
435	1.6084
436	1.7071
437	4.5131
438	6.0702
439	1.1869
440	4.1810
441	1.3631
442	2.9353
443	2.9881
444	3.6351
445	2.0968
446	1.6481
447	1.6141
448	4.6779
449	1.7959
450	2.6069
451	3.6317
452	1.0552
453	1.6927
454	2.1126
455	3.7116
456	1.4560
457	3.1641
458	1.4368
459	2.5520
460	4.8657
461	2.6745
462	2.2692
463	1.4807
464	1.5379
465	1.8806
466	3.6854
467	1.3004
468	1.0294
469	2.3869
470	1.0206
471	1.0726
472	1.6168
473	1.0083
474	1.6438
475	1.7080
476	2.5438
477	3.2884
478	2.9446
479	2.2941
480	1.1344
481	1.6272
482	1.1395
483	1.0210
484	1.7902
485	1.1262
486	1.7282
487	1.0293
488	1.9975
489	2.2867
490	5.8403
491	1.4802
492	1.5403
493	1.1436
494	4.9889
495	1.5225
496	1.1466
497	1.0162
498	1.9397
499	2.3823
500	1.0686
501	2.1534
502	4.8708
503	1.0511
504	4.6242
505	2.9445
506	1.3369
507	1.6724
508	1.5000
509	1.7451
510	2.8442
511	1.5626
512	1.0680
513	1.9950
514	1.2817
515	1.3995
516	3.4468
517	2.9792
518	1.5965
519	2.5507
520	2.2819
521	1.3220
522	2.5477
523	3.5408
524	2.3710
525	3.8596
526	1.4862
527	4.8077
528	2.6583
529	5.4216
530	3.8751
531	4.3175
532	1.9740
533	7.3693
534	1.2623
535	2.4244
536	2.0354
537	2.8764
538	2.2618
539	1.3620
540	2.1754
541	1.3790
542	1.8268
543	1.7466
544	1.5235
545	1.6207
546	3.4484
547	1.2610
548	1.6973
549	1.7289
550	1.6182
551	2.7151
552	1.5678
553	1.8852
554	4.7586
555	1.2531
556	2.1858
557	3.2738
558	1.9213
559	2.7517
560	1.6611
561	2.0292
562	1.2509
563	2.6916
564	3.1243
565	1.4624
566	1.7228
567	1.0782
568	1.2742
569	2.1689
570	1.0649
571	2.3604
572	1.0627
573	2.1239
574	2.4488
575	1.5183
576	2.4138
577	2.0891
578	1.0029
579	2.0168
580	1.0295
581	1.0108
582	2.2509
583	1.0570
584	1.9954
585	2.6666
586	2.1388
587	2.6095
588	2.9792
589	3.9216
590	5.8732
591	1.2616
592	2.1403
593	2.5501
594	1.1051
595	1.0886
596	1.2474
597	2.5940
598	2.3996
599	1.9429
600	1.9692
601	1.0812
602	2.6561
603	1.6015
604	1.9207
605	1.0742
606	2.0726
607	2.1068
608	1.1919
609	1.8977
610	1.3593
611	2.3669
612	2.0896
